	sentence	label
2133	-- Разразит!	neutral
2134	-- А я вот того, Петрович...	neutral
2135	-- Я прошу вас, Афанасий Иванович, чтобы вы исполнили мою волю, -- сказала Пульхерия Ивановна.	neutral
2136	-- Да, она меня любила; но почему вам это кажется?	neutral
2140	-- Или, может быть, вы съели бы киселику?	neutral
2141	-- Вот что, князь, -- сказал генерал с веселою улыбкой, -- если вы в самом деле такой, каким кажетесь, то с вами, пожалуй, и приятно будет познакомиться; только видите, я человек занятой, и вот тотчас же опять сяду кой-что просмотреть и подписать, а потом отправлюсь к его сиятельству, а потом на службу, так и выходит, что я хоть и рад людям...	positive
2142	-- Ох-хо-хо!..	neutral
2143	-- С сыном тебя, Игнат Матвеевич!	positive
2144	-- Забавник!	neutral
2146	-- И то добре,- отвечал Афанасий Иванович.	neutral
2147	-- Ну, давай, что ли, сюда скорее; это можно вот тут сбоку в карман положить.	neutral
2148	-- Спит!	neutral
2149	-- Полицию зовите!	negative
2151	-- Да-с, -- сказал Петрович, -- да еще какова шинель.	neutral
2153	-- Все-таки...	neutral
2155	-- Кирдягу!	neutral
2156	-- Не понимаю я, Паша, что тут -- опасного, запрещенного?	neutral
2158	-- Не пили, а уж благодарите!	neutral
2161	-- Вот и не выйдет, как мы хотим...	neutral
2162	-- Нет, нездоровится, -- сказал Обломов, морщась и прикрываясь одеялом, -- сырости боюсь, теперь еще не высохло.	negative
2164	-- Иди, тебя выбрали в кошевые!..	neutral
2165	-- Прощай, Евсеюшка, прощай, мой ненаглядный!	positive
2168	-- Ну, я куплю тебе маленький, докуда ты сам маленький, -- ладно?	neutral
2169	-- Она взмахнула руками и упала...	neutral
2170	-- Ливрею принесли, сударь.	neutral
2171	-- Работу...	neutral
2172	-- Поняла!	neutral
2173	-- Сейчас, сейчас...	neutral
2174	-- И с мудрецами храма, -- говорил Ларион, -- как дитя, беседовал Христос, оттого и показался им выше их в простой мудрости своей.	neutral
2175	-- Говорят -- умер, -- тихо и таинственно продолжал Яков, -- а что такое умер?	negative
2176	-- Прекрасный человек!	positive
2177	-- Да ты о ком говоришь?	neutral
2180	-- Причины нет, бесспорно, и общего, конечно, мало.	neutral
2181	-- Конечно, она недостойна жить, -- заметил офицер, -- но ведь тут природа.	neutral
2183	-- Ого!	neutral
2184	-- Нет, -- сказал Петрович решительно, -- ничего нельзя сделать.	neutral
2185	-- Нет, не шутя, мне жаль вас...	negative
2187	-- Что, опять подрался?	neutral
2188	-- Жена-то зажарит их, -- иронизировал Арефий.	neutral
2189	-- Да, вы правы.	positive
2190	-- Может быть, вы потому и рассчитываете закупить меня деньгами, -- сказала она, -- что не верите в мое благородство?	neutral
2193	-- Ты, пан философ Хома, не знал Микиты.	neutral
2194	-- Да ведь и прежнему закладу срок.	neutral
2196	-- Как не можно?	neutral
2197	-- Ище, ваше благородие, одного подшвырнули, дьяволы!	negative
2198	-- Вас ненавидеть!	negative
2200	-- Люди плохи, да.	neutral
2202	-- Нет, Халява, не можно, -- сказал он.	neutral
2204	-- Да, Ваня, -- спросил вдруг старик, как будто опомнившись, -- уж не был ли болен?	neutral
2205	-- Это могло быть, но не иначе как по вашему приглашению.	neutral
2206	-- Тимофевна, мать родная!	neutral
2207	-- Между тем это было, -- отвечал я.	neutral
2209	-- Да кусочки-то можно найти, кусочки найдутся, -- сказал Петрович, -- да нашить-то нельзя: дело совсем гнилое, тронешь иглой -- а вот уж оно и ползет.	neutral
2211	-- Теперь иди ты прежде всего к частному и скажи: так и так, мол; ребёнка беру себе.	neutral
2212	-- Что-о?	neutral
2216	-- Князь Мышкин?	neutral
2217	-- Век об одном и том же -- какая скука!	negative
2218	-- А почему ж ты знаешь, что невеста его так хороша и что он и ею уж увлекается?	positive
2220	-- Вот в рассуждении того теперь идет речь, панове добродийство, -- да вы, может быть, и сами лучше это знаете, -- что многие запорожцы позадолжались в шинки жидам и своим братьям столько, что ни один черт теперь и веры неймет.	neutral
2222	-- Стало быть, вам тоже слишком надо, если вы фанатически уверены?	neutral
2223	-- Из-за границы, что ль?	neutral
2224	-- Но ведь вы сами обещали мне объяснить...	neutral
2225	-- Не наберется, -- перебил барин, -- не должно.	neutral
2227	-- Вот, Настасья, возьми, пожалуйста, -- сказал он, пошарив в кармане (он так и спал одетый) и вытащив горсточку меди, -- сходи и купи мне сайку.	neutral
2228	-- Вон куда хватили!	neutral
2231	-- Лает, как собака!	negative
2233	-- И при этом прощай mademoiselle Blanche, -- заметил я.	neutral
2236	-- Разумеется, убью, -- вскричал я, -- кого вы мне только прикажете, но разве вы можете...	negative
2237	-- Здравствуйте, Илья Ильич.	positive
2238	-- Гм...	neutral
2239	-- О, я ведь не в этой комнате просил; я ведь знаю; а я бы вышел куда-нибудь, где бы вы указали, потому я привык, а вот уж часа три не курил.	neutral
2240	-- Если все свести на нужное и серьезное, -- продолжал Райский, -- куда как жизнь будет бедна, скучна!	neutral
2241	-- Ах, Сестрица!	neutral
2242	-- Позвольте вас спросить, что такое mademoiselle Blanche?	neutral
2247	-- В город пойдет?	neutral
2248	-- Этакого молодца взаперти держать!	neutral
2249	-- А как же?	neutral
2251	-- Помилуйте, я ваш вопрос очень ценю и понимаю.	positive
2252	-- Я тебе говорю -- торговец я!	neutral
2253	-- Я, признаюсь, с моей стороны...	neutral
2254	-- О, как можно!	neutral
2255	-- Уйми своего приблудного!	negative
2256	-- Что!	neutral
2257	-- А вы дурак, Алексеич.	negative
2259	-- Как?..	neutral
2260	-- Только и дела!	positive
2261	-- Держи!	positive
2262	-- Да вот сидел бы там, так вам бы всего и не объяснил, -- весело засмеялся князь, -- а, стало быть, вы всё еще беспокоились бы, глядя на мой плащ и узелок.	neutral
2263	-- Ты, тово, -- осторожнее тискай...	neutral
2264	-- Да, -- божья!	neutral
2265	-- Я не столько для себя самой, сколько для тебя же отговариваю.	neutral
2266	-- А кто его знает, где платок?	neutral
2269	-- Итак, здесь все в ожидании?	neutral
2271	-- Слава тебе, господи!	positive
2272	-- Я тоже хотел, Крестьян Иванович, с своей стороны, я тоже хотел, -- смеясь, продолжал господин Голядкин.	neutral
2273	-- К святой, -- сказал он.	positive
2274	-- Эх, Анна Павловна, и смотреть-то на вас тошно, -- начал опять Антон Иваныч, -- вот некому бить-то вас; бил бы да бил!	negative
2275	-- Хорошо еще вот, что муки немного, -- заметил он, -- когда голова отлетает.	neutral
2276	-- Эх ты!..	negative
2277	-- Ступайте за Кирдягою!	negative
2278	-- Не всем же быть писателями.	neutral
2279	-- Но с тем чтобы непременно завязать ему салфетку на шее, когда он сядет за стол, -- решила генеральша, -- позвать Федора, или пусть Мавра...	neutral
2282	-- Это он -- богу говорит...	neutral
2284	-- Да...	neutral
2285	-- Ну, я тебя не неволю, -- продолжала она, -- ты человек молодой: где тебе быть так усердну к церкви божией, как нам, старикам?	neutral
2286	-- Да, довольно.	neutral
2288	-- Не знаю, совсем не заметил, -- повторил я смеясь.	neutral
2290	-- С величайшим удовольствием приду и очень вас благодарю за то, что вы меня полюбили.	positive
2291	-- Да...	neutral
2292	-- Очень благодарен-с, -- удивлялся генерал, -- позвольте узнать, где остановились?	positive
2293	-- Петруха, -- гляди, -- бо-ог!	neutral
2295	-- Жил, Крестьян Иванович, жил, жил и прежде.	neutral
2297	-- Что же ты, красотой блистаешь?..	neutral
2299	-- Пилой?	neutral
2300	-- Что такое человек, чтоб быть ему чистым и чтоб рожденному женщиной быть праведным?	neutral
2301	-- Знаешь, Ваня?	neutral
2306	-- Да, -- отвечал он, -- предок торжествует.	neutral
2307	-- А -- так, -- негромко ответил хохол.	neutral
2308	-- Нету и нету: а на меня вам не совестно смотреть?	negative
2309	-- Дурачок ты!	negative
2310	-- Прасковья-то Павловна в полицу на тебя хочет жалиться, -- сказала она.	negative
2311	-- А сами что?	neutral
2312	-- А новые lacets!	neutral
2314	-- А спроси его, -- сказал Райский, -- зачем он тут стоит и кого так пристально высматривает и выжидает?	neutral
2316	-- Погоди!	negative
2317	-- Да мне-то отдай, дурачина!	negative
2318	-- Ну, так что же?	neutral
2319	-- Пойдемте к вам домой!	neutral
2320	-- Вот еще выдумал что -- уйти!	negative
2323	-- Так неужели смотреть на наших русских?	neutral
2324	-- Он -- лучше русского!	positive
2325	-- Ну, черт с ним!	negative
2326	-- Да-с, поздравить, Крестьян Иванович, как сделал на днях один из моих коротких знакомых...	neutral
2327	-- Как себя: верность-то, верность какая!	neutral
2328	-- А грехи мои -- я сам сочту.	neutral
2329	-- Что ты найдешь в Петербурге?	neutral
2330	-- А до женского пола вы, князь, охотник большой?	neutral
2331	-- Ух какой!..	neutral
2335	-- Нет.	neutral
2339	-- Это правда, -- отвечал я задумчиво, -- я до сих пор уверен вполне, что выиграю.	neutral
2341	-- А тебе бы сразу весь капитал?	neutral
2342	-- Молчи, пожалуйста!	neutral
2343	-- Гаврила-то Ардалионыч?	neutral
2344	-- Милостивый государь, милостивый государь!	positive
2346	-- Однако клещами-то её не чёрт двинул, а кузнец, -- сказал полицейский и сплюнул.	neutral
2347	-- Я загуляю, я?	neutral
2349	-- Как же, -- спросила она, -- вы сами-то на то же самое надеетесь?	neutral
2350	-- Да, пора, -- отвечал Райский, очнувшись от задумчивости.	neutral
2352	-- Ну, так что ж?	neutral
2353	-- Смотри мне, Явдоха, -- говорила она, обращаясь к ключнице, которую нарочно велела позвать, -- когда я умру, чтобы ты глядела за паном, чтобы берегла его, как глаза своего, как свое родное дитя.	neutral
2354	-- До тебя -- никакого, а она -- красота, красота!	neutral
2355	-- Боже ты мой!	neutral
2357	-- И что всякий мальчишка, не только аптекарский, перед порядочным человеком нос задирает теперь.	neutral
2358	-- Генерал, -- отвечал я с нестерпимым для него спокойствием, -- заарестовать нельзя за буйство прежде совершения буйства.	neutral
2359	-- А что ж бы я стал делать, если б не служил?	neutral
2360	-- А что ж такое псарь Микита?	neutral
2361	-- Какая у тебя чистота везде: пыли-то, грязи-то, боже мой!	negative
2362	-- Секи до смерти!	negative
2363	-- А у тебя разве ноги отсохли, что ты не можешь постоять?	negative
2364	-- Я говорю, Андрей Филиппович, что это моя частная жизнь и что здесь, сколько мне кажется, ничего нельзя найти предосудительного касательно официальных отношений моих.	neutral
2365	-- Не оправиться мне, -- всё чаще говорил Еремей.	neutral
2367	-- Что же, матушка, -- сказала старуха Китаева, садясь на койку, на которой та лежала, почти не двигаясь, -- родить-то родила, а кормить сила не взяла?	neutral
2368	-- Слушай, бабуся!	negative
2369	-- Нет, это какой-то чад, Наташа, -- сказал я.	neutral
2370	-- Теперь у жидов они на аренде.	neutral
2371	-- Чего я там не видал?	neutral
2372	-- Не надо бы этого тебе...	neutral
2374	-- Готово давно!	neutral
2375	-- А ты этого не замечай себе, Илюша!	neutral
2376	-- Да, любили или любят, конечно, про себя, и не делают из этого никаких историй, -- досказала она и пошла было к гостиной.	neutral
2379	-- Ах вы, чудак!	neutral
2381	-- Вы про тех говорите, -- спросила она, указывая головой на улицу, -- кто там бегает, суетится?	neutral
2382	-- Погоди!	neutral
2383	-- Я боюсь, -- сказал мальчик.	negative
2384	-- По морде ее, по глазам хлещи, по глазам!	negative
2386	-- Да говори нам, что делается, собачий сын!	negative
2387	-- Здравствуйте, матушка Анна Павловна!	positive
2390	-- А коли не к кому, коли идти больше некуда!	neutral
2393	-- Эх ты, братец ты мой!	negative
2394	-- Позвольте, Антон Антонович...	neutral
2395	-- Вы не удостоиваете смертных снизойти до них, взглянуть на их жизнь, живете олимпийским неподвижным блаженством, вкушаете нектар и амброзию -- и благо вам!	positive
2396	-- А кто ему внушил?	neutral
2397	-- Ну, тогда бы мы перешли в кухню.	neutral
2398	-- Вот ты теперь говоришь и ораторствуешь, а скажи ты мне: убьешь ты сам старуху или нет?	neutral
2400	-- Откуда вы, Обломов?	neutral
2403	-- Теперь никого, но я надеюсь...	neutral
2404	-- Дрыхнет!	neutral
2406	-- Тьфу тебя!	negative
2407	-- Такова уж черта моя!	neutral
2409	-- Или вот, например, табакерку дадут...	neutral
2410	-- Да смотри же у меня!..	negative
2411	-- Довольно, довольно!	negative
2412	-- Это царь Давид спрашивал -- камо бегу!	neutral
2413	-- Да заплаточки не на чем положить, укрепиться ей не за что, подержка больно велика.	neutral
2414	-- И-эх ты-ы!	neutral
2415	-- Да, это хорошо!	positive
2417	-- Вот еще что выдумал!	negative
2418	-- Хорошо, приду, -- проговорила Лизавета, всё еще раздумывая, и медленно стала с места трогаться.	neutral
2419	-- Я вам пришлю, прочтите.	neutral
2422	-- Ну -- волк это...	neutral
2423	-- Не знаю, совсем не знаю, -- отвечал я.	neutral
2424	-- А по-моему, коль ты сам не решаешься, так нет тут никакой и справедливости!	neutral
2425	-- У вас в деревне колдунов много?	neutral
2426	-- Да, Крестьян Иванович, чтоб убить человека, нравственно убить человека.	negative
2428	-- Ну, прощай.	neutral
2431	-- Денег-то много, что ль, надумал?	neutral
2433	-- Нет, нет, я лучше опять заеду на днях, -- сказал он уходя.	neutral
2434	-- Что они дразнятся?	neutral
2437	-- Игнатии Матвеич!	neutral
2438	-- Не воды ему, разбойнику, а петлю на шею, -- сказал кто-то вполголоса.	negative
2439	-- Я?	neutral
2440	-- Известно, куда вы спешите, -- важно проговорила генеральша.	neutral
2441	-- Да право!	neutral
2443	-- Больно ей нужно!	negative
2445	-- Я, право...	neutral
2446	-- И вы могли потребовать такой жертвы!	neutral
2450	-- Стой!	negative
2451	-- В весьма обыкновенном смысле, Крестьян Иванович.	neutral
2452	-- Видел, чудная, совершенно Перуджинова Бианка.	neutral
2456	-- Не спрашивай!	neutral
2458	-- Да много кое-чего: в письмах отменили писать	neutral
2459	-- Заклад принес, вот-с!	neutral
2461	-- Друг!	positive
2462	-- Здравствуй!	positive
2463	-- Как бы не так, -- недовольно отозвался сирота.	neutral
2464	-- Господи!	neutral
2465	-- Пусть теперь попробует!- сказал Андрий.	neutral
2465	-- Да, да, друг мой, это такой в старину был игумен...	neutral
2466	-- Ну нет, -- с убеждением перебил генерал, -- и какой, право, у тебя склад мыслей!	neutral
2467	-- Гм, нет, такой порядок не то, и я вас совсем не то хотел спрашивать.	neutral
2468	-- Фу!	negative
2469	-- Как же это так, маменька?	negative
2470	-- Нет, вы только болтун, как я вижу, -- сказала она презрительно.	negative
2471	-- Что же, природу прикажете изображать: розы, соловья или морозное утро, между тем как все кипит, движется вокруг?	positive
2472	-- Ну...	neutral
2473	-- От страха все мы и пропадаем!	negative
2474	-- И всего только одну неделю быть им дома?	neutral
2475	-- Куда теперь совать?	neutral
2476	-- Если бы вы знали...	neutral
2477	-- Денег у меня больше не спрашивай, тебя Пашка прокормит...	neutral
2478	-- Прощай, матушка!	neutral
2479	-- Вы это, однако же, -- начал было генерал...	neutral
2482	-- Как не знать-с!	neutral
2483	-- Толкуй скорей, что мне сделать, да и уйду я. Мочи нет слушать тебя.	negative
2484	-- Ещё какая!	positive
2485	-- Чего плохо?	neutral
2485	-- Доконал!	negative
2486	-- Ну, нет, не одно и то же: какой-то англичанин вывел комбинацию, что одна и та же сдача карт может повториться лет в тысячу только...	neutral
2488	-- Нет, тысяч семь дохода; это ее карманные деньги.	neutral
2489	-- Я делаю...	neutral
2490	-- Ну?	neutral
2492	-- А это что?	neutral
2493	-- Ах, жаль-то как!	negative
2494	-- Да хоть и батька.	neutral
2495	-- Что вам угодно?	neutral
2496	-- Не его это дело!	neutral
2497	-- Можно, можно.	neutral
2500	-- Гм...	neutral
2501	-- Илюшка!	neutral
2502	-- Ну?	neutral
2503	-- Главное, -- хлопотал Раскольников, -- вот этому подлецу как бы не дать!	negative
2504	-- Вот какие-то письма.	neutral
2505	-- А я убегу!	neutral
2507	-- Мне странно, милостивый государь...	neutral
2508	-- Вы бы написали, сударь, к хозяину, -- сказал Захар, -- так, может быть, он бы вас не тронул, а велел бы сначала вон ту квартиру ломать.	neutral
2509	-- А уж, право, не знаю-с, кто именно-с.	neutral
2510	-- Что, панове, что вам нужно?	neutral
2511	-- Этака кляча да повезет!	negative
2512	-- Какому идолу?	neutral
2516	-- Ведь вот хорошо удача, Иван Петрович, -- говорила она, -- а вдруг не будет удачи или там что-нибудь; что тогда?	neutral
2517	-- Поспелов!..	neutral
2521	-- Студент, стало быть, или бывший студент!	neutral
2522	-- Яков Петрович, Яков Петрович!..	neutral
2523	-- Чего надо?	neutral
2524	-- Пойдем, пойдем!	neutral
2526	-- Ну да, mademoiselle Blanche de Cominges...	neutral
2530	-- Ну, да положим, что дом наш сгорел, куда бы мы перешли тогда?	neutral
2532	-- Я и теперь только и делаю, что читаю да пишу.	neutral
2533	-- Эх!	neutral
2535	-- Нет, Афанасий Иванович, я не пила персиковой, -- сказала Пульхерия Ивановна.	neutral
2538	-- Оставим этот разговор, -- сказал Райский, -- а то опять оба на стену полезем, чуть не до драки.	neutral
2539	-- Чего ты бука какой?	neutral
2540	-- А в картах разве не одно и то же?	neutral
2541	-- Сейчас беспременно падет, братцы, тут ей и конец!	neutral
2542	-- Гм...	neutral
2543	-- Да, пишет, -- отвечал я.	neutral
2544	-- Али мужиков во святых не было?	neutral
2546	-- Прощай, Савёл Иваныч, прощай, милый!	neutral
2547	-- Но скажу более, господа, -- прибавил он, обращаясь в последний раз к господам регистраторам, -- скажу более -- оба вы здесь со мной глаз на глаз.	neutral
2548	-- Ничего-с, Андрей Филиппович.	neutral
2549	-- Погоди!	neutral
2550	-- Да, матушка!	positive
2551	-- Ну, уж и капризы!	neutral
2552	-- В какую Дашеньку?	neutral
2553	-- Мамаша, -- живо!..	negative
2555	-- О, еще бы!	neutral
2556	-- Я бы сказал на это вашей милости...	neutral
2557	-- Прощайте, прощайте!	neutral
2558	-- Теперь не в этом дело.	neutral
2560	-- Что ж это я в самом деле?	neutral
2562	-- Дай бог вам здоровья, Антон Иваныч, что не забываете нас!	positive
2563	-- Помню, помню, конечно, и буду.	neutral
2564	-- Его фамилия была Смит?	neutral
2565	-- Нынче, папаша, говорят: писатель.	neutral
2567	-- Ты, может, нездоров, Павлуша?	neutral
2568	-- Не думайте, панове, чтобы я, впрочем, говорил это для того, чтобы нарушить мир: сохрани бог!	neutral
2571	-- Maman, -- начала было Александра, а Аглая даже топнула ножкой.	neutral
2572	-- Ну что сделаешь?	neutral
2573	-- Послушайте, m-r Чацкий, -- остановила она, -- скажите мне по крайней мере, отчего я гибну?	neutral
2574	-- Нет, ты стой; я тебе задам вопрос.	neutral
2575	-- А то, что если ты хоть раз про Настасью Филипповну какое слово молвишь, то, вот тебе бог, тебя высеку, даром что ты с Лихачевым ездил, -- вскрикнул Рогожин, крепко схватив его за руку.	negative
2578	-- Убьет!	negative
2579	-- Маменька...	neutral
2580	-- Это чего?	neutral
2581	-- Да вы бы уж и ночевали.	neutral
2582	-- Почто, -- мол, -- не поддержишь силою твоею падение моё; почто возложил на меня испытание не по разуму мне, али не видишь, господи, погибает душа моя?	neutral
2583	-- Больше ничего, что получены из Петербурга два известия: сначала, что бабушке очень плохо, а через два дня, что, кажется, она уже умерла.	negative
2584	-- Добре, сынку!	positive
2586	-- Да, вызываю, ступайте, я так хочу!	neutral
2587	-- Живут -- или воспоминаниями любви, или любят, да притворяются...	negative
2589	-- Вы испугали их, милостивый государь, -- крикнул генерал.	neutral
2591	-- Это казарма!..	neutral
2592	-- Скажите, чем же вы намереваетесь покамест прожить и какие были ваши намерения?	neutral
2593	-- Выпью, матушка, выпью, как не выпить на прощанье!	positive
2594	-- Родителей лишилась?	neutral
2596	-- Какая	neutral
2598	-- Богу я помолился, -- говорю.	neutral
2598	-- Нет, мой друг, меня никто не зовет.	neutral
2599	-- Не тронь...	negative
2600	-- Ах!	neutral
2603	-- Знаю, братец, всё знаю, -- возражал старик, может быть, слышавший первый раз в жизни все эти истории.	neutral
2604	-- Из странности.	neutral
2607	-- О, почти не по делу!	neutral
2608	-- Здравствовать желаю, судырь, -- сказал Петрович и покосил свой глаз на руки Акакия Акакиевича, желая высмотреть, какого рода добычу тот нес.	neutral
2610	-- Эх, как важно развернулся!	neutral
2611	-- У-гу!	neutral
2612	-- И самоварчик поставим, -- прибавила жена.	positive
2614	-- За это в Сибирь?	neutral
2616	-- Гм, это дает мне одну особую мысль.	neutral
2618	-- Ан и знаю!	neutral
2620	-- Ах ты, сякой-такой сын!	negative
2621	-- То есть я хочу сказать, Антон Антонович, поразительного сходства такого с кем-нибудь, например, то есть со мной, например.	neutral
2622	-- Это, Гаврила Ардалионыч, -- начал конфиденциально и почти фамильярно камердинер, -- докладываются, что князь Мышкин и барыни родственник, приехал с поездом из-за границы, и узелок в руке, только...	neutral
2623	-- Послушайте, эй!	neutral
2625	-- Кощунствуете вы!	negative
2626	-- Бог знает что вы говорите!	negative
2627	-- А ты...	neutral
2628	-- Это более относится к домашним обстоятельствам и к частной жизни моей, Андрей Филиппович, -- едва слышным голосом проговорил полумертвый господин Голядкин, -- это не официальное приключение, Андрей Филиппович...	neutral
2629	-- Пусть бог милует от разбойников!	neutral
2630	-- Кричите Кирдягу!	neutral
2631	-- В этом не наша воля, а божья!..	negative
2632	-- Француз красивее, но он подлее; а англичанин, сверх того, что честен, еще в десять раз богаче, -- отрезал я.	neutral
2633	-- А позвольте, с кем имею честь...	neutral
2634	-- Зачем же так дорого?	negative
2635	-- Никогда ни вершка не уступай людям, иначе -- пропадёшь!	neutral
2636	-- Вам было скучно?	neutral
2637	-- Камо гряду от лица твоего и от гнева твоего камо бегу?	neutral
2641	-- Благодарю вас, генерал, вы поступили со мной как чрезвычайно добрый человек, тем более что я даже и не просил; я не из гордости это говорю; я и действительно не знал, куда голову приклонить.	positive
2642	-- Но ведь вы видите других людей около себя, не таких, как вы, а с тревогой на лице, с жалобами.	neutral
2643	-- Сиротинка моя болезная!	neutral
2644	-- Вы знаете, что я всё себе позволяю говорить, и спрашиваю иногда очень откровенно.	neutral
2645	-- Зачем вы давали их мне проигрывать?	neutral
2648	-- Надень и пошел сюда.	negative
2649	-- А вы не смейтесь, ребята, -- он не поп, не за деньги в бога верует!	neutral
2650	-- Сидит, а!	neutral
2652	-- На весь день?	neutral
2655	-- Вот это грибки с чебрецом!	neutral
2659	-- Какие счеты?	neutral
2660	-- Разве он убил?	neutral
2661	-- Ах вы, девки, девки!	negative
2662	-- Да...	neutral
2663	-- Барышня, а барышня?	neutral
2664	-- Голубушка!	positive
2666	-- Бывало -- да; а теперь другое дело: в двенадцать часов езжу.	neutral
2667	-- Это мне всё равно, -- тихо и равнодушно ответила Полина.	neutral
2668	-- Эти два стула, поручик, назначены: один для Клары Олсуфьевны, а другой для танцующей здесь же княжны Чевчехановой; я их, поручик, теперь для них берегу, -- задыхаясь, проговорил господин Голядкин, обращая умоляющий взор на господина поручика.	neutral
2673	-- Умыться готово?	neutral
2676	-- Вот они, Емельян Герасимович, войти хотят, а я...	neutral
2676	-- Любить ростовщика, ханжу, ворующего или тупоумного чиновника -- слышите?	negative
2677	-- Долго ты нынче просидишь у Беловодовой?	neutral
2679	-- Звал?	neutral
2680	-- Заморишь!	negative
2682	-- И только с воздухом...	neutral
2682	-- Игумен...	negative
2685	-- Ну, ещё что?	neutral
2688	-- И буду, и буду ходить.	neutral
2691	-- А что, бабуся, -- сказал философ, идя за старухой, -- если бы так, как говорят...	neutral
2692	-- Эге, да ты вот что!	neutral
2696	-- Вот слушайте только, что он говорит!	negative
2698	-- Немецкому способу накопления богатств.	neutral
2699	-- Прощайте, братцы, прощайте, не поминайте лихом'	neutral
2700	-- До свидания!	neutral
2702	-- Пожалуй,- говорил Афанасий Иванович, подставляя свою тарелку, -- попробуем, как оно будет.	neutral
2703	-- Ты где был?	neutral
2704	-- Знаю я, к какому он графу!	neutral
2711	-- Вчера утром.	neutral
2712	-- Я -- купец!	neutral
2713	-- Довольно!	negative
2716	-- Нет, нет, -- заговорил он, ободрительно трепля старика по плечу, -- сидит!	neutral
2718	-- Ничего!	neutral
2720	-- Тогда, по-моему, и ходить незачем.	neutral
2721	-- Ты здесь, Ганя?	neutral
2723	-- Куда ж его положили -- почему мне знать?	neutral
